,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature,Rotation per torque,Torque per Rotation,Tool wear per Rotation,Tool wear per torque,Tool wear per power
7015,7016,L54195,L,300.5,310.5,1452,42.9,29,0,No Failure,6523.08,3663.08,5.0,33.84615384615385,0.029545454545454545,0.01997245179063361,0.675990675990676,0.00444575261992801
7016,7017,L54196,L,300.6,310.5,1509,43.1,31,0,No Failure,6810.75,3950.75,4.949999999999989,35.011600928074245,0.028561961563949637,0.02054340622929092,0.7192575406032482,0.00455162794112249
7017,7018,M21877,M,300.7,310.6,1474,37.0,33,0,No Failure,5711.21,2851.21,4.950000000000017,39.83783783783784,0.025101763907734057,0.022388059701492536,0.8918918918918919,0.005778110067743964
7018,7019,M21878,M,300.7,310.7,1377,46.7,36,0,No Failure,6734.1,3874.1,5.0,29.48608137044968,0.03391430646332607,0.026143790849673203,0.7708779443254817,0.005345925958925468
7019,7020,L54199,L,300.8,310.8,1741,27.1,39,0,No Failure,4940.79,2080.79,5.0,64.24354243542435,0.01556576680068926,0.022400919012062034,1.4391143911439113,0.007893474525328946
7020,7021,L54200,L,300.8,310.8,1460,53.8,41,0,No Failure,8225.53,5365.53,5.0,27.13754646840149,0.03684931506849315,0.028082191780821917,0.7620817843866171,0.004984481243153936
7021,7022,H36435,H,300.7,310.6,1631,32.6,43,0,No Failure,5568.01,2708.01,4.950000000000017,50.030674846625764,0.019987737584304107,0.026364193746167996,1.3190184049079754,0.007722687279656466
7022,7023,L54202,L,300.7,310.5,1561,33.2,48,0,No Failure,5427.12,2567.12,4.900000000000006,47.01807228915662,0.021268417680973737,0.03074951953875721,1.4457831325301203,0.008844469995135542
7023,7024,M21883,M,300.7,310.6,1572,38.5,50,0,No Failure,6337.85,3477.85,4.950000000000017,40.83116883116883,0.024491094147582698,0.031806615776081425,1.2987012987012987,0.007889110660555235
7024,7025,L54204,L,300.6,310.6,2127,18.7,53,0,No Failure,4165.22,1305.22,5.0,113.7433155080214,0.008791725434884814,0.024917724494593323,2.8342245989304815,0.012724417917901094
7025,7026,H36439,H,300.6,310.6,1448,44.7,55,0,No Failure,6778.05,3918.05,5.0,32.39373601789709,0.030870165745856354,0.03798342541436464,1.2304250559284116,0.008114428190998885
7026,7027,L54206,L,300.6,310.7,1543,39.6,60,0,No Failure,6398.67,3538.67,5.049999999999983,38.964646464646464,0.025664290343486714,0.03888528839922229,1.5151515151515151,0.009376948647140735
7027,7028,L54207,L,300.6,310.6,1508,34.8,62,0,No Failure,5495.53,2635.53,5.0,43.333333333333336,0.023076923076923075,0.04111405835543767,1.781609195402299,0.011281896377601432
7028,7029,M21888,M,300.6,310.6,1403,50.4,64,0,No Failure,7404.86,4544.86,5.0,27.83730158730159,0.03592302209550962,0.045616535994297935,1.2698412698412698,0.008642972318180222
7029,7030,L54209,L,300.6,310.6,1454,39.7,67,0,No Failure,6044.82,3184.82,5.0,36.62468513853904,0.027303988995873454,0.04607977991746905,1.6876574307304784,0.011083870156596889
7030,7031,L54210,L,300.7,310.8,1772,27.3,69,0,No Failure,5065.88,2205.88,5.050000000000011,64.9084249084249,0.015406320541760722,0.03893905191873589,2.5274725274725274,0.013620535820035216
7031,7032,L54211,L,300.7,310.8,1479,49.1,71,0,No Failure,7604.63,4744.63,5.050000000000011,30.122199592668025,0.03319810682893847,0.048005409060175794,1.446028513238289,0.009336417419387925
7032,7033,L54212,L,300.7,310.9,1723,31.0,73,0,No Failure,5593.4,2733.4,5.099999999999994,55.58064516129032,0.017991874637260593,0.04236796285548462,2.3548387096774195,0.013051095934494225
7033,7034,M21893,M,300.7,310.8,1469,46.4,75,0,No Failure,7137.87,4277.87,5.050000000000011,31.65948275862069,0.031586113002042206,0.05105513955071477,1.6163793103448276,0.010507336222150306
7034,7035,H36448,H,300.6,310.6,1830,26.2,78,0,No Failure,5020.89,2160.89,5.0,69.8473282442748,0.014316939890710383,0.04262295081967213,2.9770992366412217,0.015535094375698331
7035,7036,L54215,L,300.6,310.6,1497,38.2,83,0,No Failure,5988.44,3128.44,5.0,39.188481675392666,0.025517702070808286,0.055444221776887105,2.1727748691099475,0.01386003700462892
7036,7037,L54216,L,300.7,310.6,1540,52.7,85,0,No Failure,8498.85,5638.85,4.950000000000017,29.222011385199238,0.03422077922077922,0.05519480519480519,1.6129032258064515,0.010001353124246222
7037,7038,L54217,L,300.6,310.6,1514,39.5,87,0,No Failure,6262.56,3402.56,5.0,38.32911392405063,0.02608982826948481,0.05746367239101717,2.2025316455696204,0.013892082471066144
7038,7039,L54218,L,300.7,310.6,1654,34.2,89,0,No Failure,5923.66,3063.66,4.950000000000017,48.3625730994152,0.02067714631197098,0.05380894800483676,2.6023391812865495,0.015024494991272288
7039,7040,H36453,H,300.6,310.5,1519,37.0,91,0,No Failure,5885.56,3025.56,4.949999999999989,41.054054054054056,0.024358130348913758,0.059907834101382486,2.4594594594594597,0.015461570351844173
7040,7041,L54220,L,300.7,310.6,1720,30.3,96,0,No Failure,5457.57,2597.57,4.950000000000017,56.76567656765676,0.017616279069767444,0.05581395348837209,3.168316831683168,0.0175902462084774
7041,7042,L54221,L,300.6,310.5,1470,37.7,98,0,No Failure,5803.46,2943.46,4.949999999999989,38.9920424403183,0.025646258503401364,0.06666666666666667,2.59946949602122,0.016886478066532724
7042,7043,L54222,L,300.6,310.5,1642,29.9,100,0,No Failure,5141.3,2281.3,4.949999999999989,54.91638795986622,0.0182095006090134,0.06090133982947625,3.3444816053511706,0.01945033357322078
7043,7044,M21903,M,300.7,310.6,2006,19.1,102,0,No Failure,4012.3,1152.3,4.950000000000017,105.0261780104712,0.009521435692921238,0.05084745762711865,5.340314136125654,0.02542182787927124
7044,7045,M21904,M,300.7,310.6,1505,35.6,105,0,No Failure,5610.68,2750.68,4.950000000000017,42.2752808988764,0.023654485049833886,0.06976744186046512,2.9494382022471908,0.018714309138999193
7045,7046,M21905,M,300.7,310.6,1609,27.6,108,0,No Failure,4650.44,1790.44,4.950000000000017,58.29710144927536,0.017153511497824736,0.06712243629583592,3.913043478260869,0.02322360894883065
7046,7047,M21906,M,300.7,310.5,1863,22.2,111,0,No Failure,4331.06,1471.06,4.900000000000006,83.91891891891892,0.011916264090177132,0.05958132045088567,5.0,0.02562882989383661
7047,7048,L54227,L,300.6,310.4,1401,42.6,114,0,No Failure,6249.95,3389.95,4.899999999999977,32.88732394366197,0.030406852248394005,0.08137044967880086,2.676056338028169,0.01824014592116737
7048,7049,L54228,L,300.6,310.4,2007,19.8,116,0,No Failure,4161.42,1301.42,4.899999999999977,101.36363636363636,0.009865470852017938,0.05779770802192327,5.858585858585858,0.027875100326330917
7049,7050,L54229,L,300.6,310.4,1494,47.3,118,0,No Failure,7400.15,4540.15,4.899999999999977,31.585623678646936,0.031659973226238286,0.07898259705488621,2.494714587737844,0.015945622723863705
7050,7051,L54230,L,300.6,310.4,1457,47.7,120,0,No Failure,7277.91,4417.91,4.899999999999977,30.545073375262053,0.03273850377487989,0.08236101578586136,2.5157232704402515,0.016488250060800423
7051,7052,L54231,L,300.6,310.4,1556,37.7,122,0,No Failure,6142.99,3282.99,4.899999999999977,41.273209549071616,0.024228791773778922,0.07840616966580977,3.236074270557029,0.019860035585276877
7052,7053,H36466,H,300.6,310.4,1510,42.8,124,0,No Failure,6767.83,3907.83,4.899999999999977,35.280373831775705,0.02834437086092715,0.08211920529801324,2.897196261682243,0.018321973217412375
7053,7054,H36467,H,300.7,310.5,1567,38.7,129,0,No Failure,6350.51,3490.51,4.900000000000006,40.490956072351416,0.02469687300574346,0.08232291001914487,3.333333333333333,0.020313329165689054
7054,7055,H36468,H,300.7,310.5,1476,43.1,134,0,No Failure,6661.81,3801.81,4.900000000000006,34.245939675174014,0.029200542005420056,0.09078590785907859,3.109048723897912,0.020114653525093028
7055,7056,L54235,L,300.8,310.6,1663,30.6,139,0,No Failure,5328.96,2468.96,4.900000000000006,54.346405228758165,0.018400481058328325,0.0835838845460012,4.542483660130719,0.02608388878880682
7056,7057,M21916,M,300.8,310.5,1409,50.6,141,0,No Failure,7466.04,4606.04,4.849999999999994,27.84584980237154,0.035911994322214334,0.10007097232079488,2.7865612648221343,0.018885513605606186
7057,7058,L54237,L,300.8,310.6,1666,36.2,144,0,No Failure,6315.56,3455.56,4.900000000000006,46.02209944751381,0.021728691476590636,0.08643457382953182,3.9779005524861875,0.022800828430099625
7058,7059,L54238,L,300.7,310.6,1520,45.9,146,0,No Failure,7306.09,4446.09,4.950000000000017,33.11546840958606,0.03019736842105263,0.09605263157894736,3.1808278867102397,0.01998332897623763
7059,7060,L54239,L,300.6,310.5,1644,33.8,148,0,No Failure,5818.98,2958.98,4.949999999999989,48.639053254437876,0.020559610705596105,0.09002433090024331,4.378698224852071,0.025434010771647267
7060,7061,H36474,H,300.6,310.4,1479,35.6,150,0,No Failure,5513.75,2653.75,4.899999999999977,41.54494382022472,0.024070317782285328,0.10141987829614604,4.213483146067415,0.02720471548401723
7061,7062,L54241,L,300.6,310.4,1446,49.7,155,0,No Failure,7525.81,4665.81,4.899999999999977,29.09456740442656,0.034370677731673585,0.10719225449515905,3.118712273641851,0.0205957896890833
7062,7063,M21922,M,300.6,310.4,1407,51.1,157,0,No Failure,7529.11,4669.11,4.899999999999977,27.534246575342465,0.03631840796019901,0.11158493248045487,3.0724070450097845,0.020852398225022613
7063,7064,L54243,L,300.7,310.4,1234,51.7,160,0,No Failure,6680.89,3820.89,4.849999999999994,23.868471953578336,0.04189627228525122,0.12965964343598055,3.094777562862669,0.02394890501115869
7064,7065,M21924,M,300.8,310.5,1696,29.7,162,0,No Failure,5274.86,2414.86,4.849999999999994,57.10437710437711,0.017511792452830188,0.09551886792452831,5.454545454545455,0.03071171557159811
7065,7066,L54245,L,300.8,310.6,1384,52.9,165,0,No Failure,7666.91,4806.91,4.900000000000006,26.16257088846881,0.038222543352601154,0.11921965317919075,3.119092627599244,0.021521056070829058
7066,7067,M21926,M,300.8,310.7,1572,36.2,167,0,No Failure,5959.22,3099.22,4.949999999999989,43.42541436464088,0.023027989821882953,0.10623409669211197,4.613259668508287,0.02802380177271522
7067,7068,M21927,M,300.8,310.7,1386,42.1,170,0,No Failure,6110.46,3250.46,4.949999999999989,32.92161520190024,0.030375180375180375,0.12265512265512266,4.038004750593824,0.027821146034832076
7068,7069,L54248,L,300.8,310.7,1461,42.8,173,0,No Failure,6548.21,3688.21,4.949999999999989,34.13551401869159,0.029295003422313483,0.11841204654346338,4.042056074766355,0.026419433707837715
7069,7070,L54249,L,300.8,310.7,1525,39.4,175,0,No Failure,6292.09,3432.09,4.949999999999989,38.70558375634518,0.02583606557377049,0.11475409836065574,4.441624365482234,0.02781269816547443
7070,7071,L54250,L,300.7,310.7,1333,61.0,177,0,No Failure,8515.08,5655.08,5.0,21.852459016393443,0.04576144036009002,0.13278319579894973,2.901639344262295,0.020786651446610016
7071,7072,H36485,H,300.7,310.6,1505,40.6,179,0,No Failure,6398.69,3538.69,4.950000000000017,37.06896551724138,0.026976744186046512,0.11893687707641196,4.4088669950738915,0.027974476025561485
7072,7073,M21932,M,300.7,310.6,1439,41.7,184,0,No Failure,6283.85,3423.85,4.950000000000017,34.5083932853717,0.028978457261987493,0.12786657400972898,4.4124700239808154,0.029281411873294236
7073,7074,L54253,L,300.7,310.6,1491,43.2,187,0,No Failure,6745.13,3885.13,4.950000000000017,34.513888888888886,0.0289738430583501,0.12541918175720992,4.328703703703703,0.027723705844068237
7074,7075,M21934,M,300.7,310.6,1488,39.2,189,0,No Failure,6108.26,3248.26,4.950000000000017,37.95918367346938,0.026344086021505377,0.12701612903225806,4.821428571428571,0.030941708440701605
7075,7076,L54255,L,300.7,310.5,1536,47.4,192,0,No Failure,7624.27,4764.27,4.900000000000006,32.40506329113924,0.030859374999999998,0.125,4.050632911392405,0.02518273880646934
7076,7077,L54256,L,300.7,310.5,1960,21.0,194,0,No Failure,4310.27,1450.27,4.900000000000006,93.33333333333333,0.010714285714285714,0.09897959183673469,9.238095238095237,0.04500878135244427
7077,7078,M21937,M,300.7,310.5,1594,31.0,196,0,No Failure,5174.62,2314.62,4.900000000000006,51.41935483870968,0.01944792973651192,0.12296110414052698,6.32258064516129,0.037877177454576375
7078,7079,L54258,L,300.7,310.5,1357,52.6,199,0,No Failure,7474.71,4614.71,4.900000000000006,25.79847908745247,0.03876197494473103,0.1466470154753132,3.783269961977186,0.026623106448276923
7079,7080,L54259,L,300.7,310.5,1445,41.1,201,0,No Failure,6219.25,3359.25,4.900000000000006,35.15815085158151,0.028442906574394463,0.13910034602076124,4.890510948905109,0.03231900952687221
7080,7081,L54260,L,300.7,310.4,1543,47.3,203,0,No Failure,7642.86,4782.86,4.849999999999994,32.6215644820296,0.030654569021386906,0.13156189241736876,4.291754756871036,0.026560737734303654
7081,7082,L54261,L,300.7,310.4,1366,52.6,205,0,No Failure,7524.28,4664.28,4.849999999999994,25.96958174904943,0.038506588579795026,0.1500732064421669,3.8973384030418248,0.027245131760115254
7082,7083,L54262,L,300.7,310.3,1458,40.0,207,0,No Failure,6107.26,3247.26,4.800000000000011,36.45,0.027434842249657063,0.1419753086419753,5.175,0.03389408670991574
7083,7084,L54263,L,300.7,310.4,1416,61.8,209,1,Power Failure,9163.9,6303.9,4.849999999999994,22.9126213592233,0.04364406779661017,0.1475988700564972,3.381877022653722,0.022806883532120605
7084,7085,L54264,L,300.6,310.3,1794,24.4,211,0,No Failure,4583.96,1723.96,4.849999999999994,73.52459016393443,0.013600891861761426,0.11761426978818283,8.647540983606557,0.04603007007041946
7085,7086,L54265,L,300.6,310.3,1484,41.0,213,0,No Failure,6371.57,3511.57,4.849999999999994,36.19512195121951,0.027628032345013476,0.14353099730458221,5.195121951219512,0.03342975122301097
7086,7087,L54266,L,300.6,310.4,2514,13.4,215,0,No Failure,3527.76,667.76,4.899999999999977,187.61194029850745,0.005330151153540175,0.08552108194112967,16.044776119402986,0.060945189015125745
7087,7088,L54267,L,300.6,310.3,1648,30.5,217,1,Tool Wear Failure,5263.63,2403.63,4.849999999999994,54.032786885245905,0.018507281553398057,0.1316747572815534,7.114754098360656,0.041226302000710535
7088,7089,M21948,M,300.6,310.3,1614,32.7,0,0,No Failure,5526.88,2666.88,4.849999999999994,49.35779816513761,0.020260223048327138,0.0,0.0,0.0
7089,7090,L54269,L,300.6,310.2,1622,34.1,3,0,No Failure,5792.07,2932.07,4.799999999999983,47.56598240469208,0.021023427866831073,0.0018495684340320592,0.0879765395894428,0.0005179495413556812
7090,7091,M21950,M,300.6,310.2,1478,40.1,5,0,No Failure,6206.51,3346.51,4.799999999999983,36.85785536159601,0.02713125845737483,0.0033829499323410014,0.12468827930174563,0.0008056057268899913
7091,7092,L54271,L,300.6,310.2,1318,51.0,8,0,No Failure,7039.05,4179.05,4.799999999999983,25.84313725490196,0.038694992412746584,0.006069802731411229,0.1568627450980392,0.0011365170015840205
7092,7093,L54272,L,300.7,310.2,1493,35.9,10,0,No Failure,5612.84,2752.84,4.75,41.58774373259053,0.02404554588077696,0.006697923643670462,0.2785515320334262,0.0017816292643296442
7093,7094,H36507,H,300.7,310.3,1369,50.7,12,0,No Failure,7268.42,4408.42,4.800000000000011,27.00197238658777,0.03703433162892623,0.008765522279035792,0.23668639053254437,0.0016509777915970734
7094,7095,L54274,L,300.6,310.2,1447,45.9,17,0,No Failure,6955.2,4095.2,4.799999999999983,31.525054466230937,0.031720801658604005,0.011748445058742226,0.3703703703703704,0.00244421440073614
7095,7096,L54275,L,300.6,310.1,1485,49.9,19,0,No Failure,7759.89,4899.89,4.75,29.759519038076153,0.0336026936026936,0.012794612794612794,0.3807615230460922,0.0024484883162003584
7096,7097,L54276,L,300.6,310.2,1489,47.8,21,0,No Failure,7453.34,4593.34,4.799999999999983,31.150627615062763,0.03210208193418401,0.014103425117528543,0.43933054393305443,0.0028175287857524277
7097,7098,M21957,M,300.6,310.2,1233,52.3,23,0,No Failure,6752.95,3892.95,4.799999999999983,23.575525812619503,0.04241686942416869,0.0186536901865369,0.4397705544933079,0.003405918894705277
7098,7099,L54278,L,300.7,310.2,1642,32.6,26,0,No Failure,5605.56,2745.56,4.75,50.3680981595092,0.01985383678440926,0.015834348355663823,0.7975460122699386,0.004638252021207515
7099,7100,M21959,M,300.7,310.2,1373,44.1,28,0,No Failure,6340.71,3480.71,4.75,31.13378684807256,0.03211944646758922,0.02039329934450109,0.6349206349206349,0.004415909259373162
7100,7101,L54280,L,300.7,310.2,1569,32.8,31,0,No Failure,5389.21,2529.21,4.75,47.835365853658544,0.020905035054174632,0.019757807520713832,0.9451219512195123,0.0057522345575696625
7101,7102,L54281,L,300.8,310.2,1850,22.8,33,0,No Failure,4417.08,1557.08,4.699999999999989,81.14035087719299,0.012324324324324325,0.01783783783783784,1.4473684210526316,0.007470998940476514
7102,7103,M21962,M,300.8,310.3,1494,42.2,35,0,No Failure,6602.25,3742.25,4.75,35.40284360189573,0.028246318607764394,0.023427041499330656,0.8293838862559241,0.005301223067893521
7103,7104,H36517,H,300.8,310.3,1777,30.1,38,0,No Failure,5601.22,2741.22,4.75,59.03654485049834,0.016938660664040518,0.021384355655599326,1.2624584717607972,0.006784236291379378
7104,7105,L54284,L,300.9,310.4,1454,43.1,43,0,No Failure,6562.51,3702.51,4.75,33.735498839907194,0.029642365887207704,0.029573590096286108,0.9976798143851507,0.006552370967815668
7105,7106,L54285,L,300.9,310.4,1536,34.2,45,0,No Failure,5501.05,2641.05,4.75,44.91228070175438,0.022265625,0.029296875,1.3157894736842104,0.008180256496487034
7106,7107,L54286,L,300.8,310.5,1482,39.0,47,0,No Failure,6052.59,3192.59,4.849999999999994,38.0,0.02631578947368421,0.03171390013495277,1.205128205128205,0.007765270735338095
7107,7108,H36521,H,300.9,310.5,1512,41.2,49,0,No Failure,6523.45,3663.45,4.800000000000011,36.69902912621359,0.02724867724867725,0.032407407407407406,1.1893203883495145,0.007511362852478367
7108,7109,M21968,M,300.8,310.5,1511,35.8,54,0,No Failure,5664.69,2804.69,4.849999999999994,42.20670391061453,0.023692918596955655,0.0357379219060225,1.5083798882681565,0.009532737007673854
7109,7110,L54289,L,300.9,310.5,1599,40.5,57,0,No Failure,6781.6,3921.6,4.800000000000011,39.48148148148148,0.025328330206378986,0.03564727954971857,1.4074074074074074,0.008405096142503244
7110,7111,M21970,M,300.8,310.4,1518,36.0,59,0,No Failure,5722.73,2862.73,4.799999999999983,42.166666666666664,0.023715415019762844,0.038866930171278,1.6388888888888888,0.010309764745147859
7111,7112,M21971,M,300.8,310.4,1450,39.4,62,0,No Failure,5982.64,3122.64,4.799999999999983,36.80203045685279,0.027172413793103447,0.04275862068965517,1.5736040609137056,0.010363317866360001
7112,7113,L54292,L,300.9,310.4,1427,47.0,65,0,No Failure,7023.45,4163.45,4.75,30.361702127659573,0.032936229852838124,0.04555010511562719,1.3829787234042554,0.009254711003851383
7113,7114,L54293,L,300.9,310.4,1561,32.7,67,0,No Failure,5345.39,2485.39,4.75,47.73700305810397,0.02094811018577835,0.042921204356181936,2.0489296636085625,0.012534164953352326
7114,7115,H36528,H,300.9,310.4,1457,43.8,69,0,No Failure,6682.86,3822.86,4.75,33.264840182648406,0.030061770761839395,0.04735758407687028,1.5753424657534247,0.01032492076745585
7115,7116,M21975,M,301.0,310.6,1460,53.6,74,0,No Failure,8194.95,5334.95,4.800000000000011,27.238805970149254,0.03671232876712329,0.050684931506849315,1.380597014925373,0.009029951372491594
7116,7117,L54296,L,301.0,310.5,1601,33.2,77,0,No Failure,5566.19,2706.19,4.75,48.222891566265055,0.020737039350405998,0.048094940662086194,2.319277108433735,0.013833519876252878
7117,7118,L54297,L,300.9,310.5,1570,40.1,79,0,No Failure,6592.84,3732.84,4.800000000000011,39.15211970074813,0.02554140127388535,0.05031847133757962,1.970074812967581,0.011982696379708896
7118,7119,L54298,L,300.9,310.5,1565,35.9,81,0,No Failure,5883.52,3023.52,4.800000000000011,43.5933147632312,0.02293929712460064,0.05175718849840256,2.256267409470752,0.013767268573914934
7119,7120,L54299,L,301.0,310.5,1378,44.4,83,0,No Failure,6407.09,3547.09,4.75,31.036036036036037,0.03222060957910015,0.0602322206095791,1.8693693693693694,0.012954398954907766
7120,7121,L54300,L,300.9,310.5,2288,16.1,85,0,No Failure,3857.54,997.54,4.800000000000011,142.111801242236,0.007036713286713288,0.03715034965034965,5.279503105590062,0.022034768272007548
7121,7122,M21981,M,300.9,310.4,1375,44.7,87,0,No Failure,6436.34,3576.34,4.75,30.760626398210288,0.03250909090909091,0.06327272727272727,1.9463087248322146,0.013516998791238499
7122,7123,L54302,L,300.9,310.4,1788,27.8,90,0,No Failure,5205.24,2345.24,4.75,64.31654676258992,0.015548098434004474,0.050335570469798654,3.237410071942446,0.01729026903658621
7123,7124,M21983,M,300.9,310.4,1576,40.4,92,0,No Failure,6667.55,3807.55,4.75,39.00990099009901,0.025634517766497462,0.0583756345177665,2.2772277227722775,0.013798171742244153
7124,7125,M21984,M,300.8,310.3,1868,24.5,95,0,No Failure,4792.6,1932.6,4.75,76.24489795918367,0.013115631691648822,0.05085653104925054,3.877551020408163,0.019822225931644618
7125,7126,L54305,L,300.7,310.1,1261,56.6,98,0,No Failure,7474.12,4614.12,4.700000000000017,22.279151943462896,0.044885011895321174,0.07771609833465504,1.7314487632508833,0.013111911502625058
7126,7127,M21986,M,300.6,310.0,1542,33.9,100,0,No Failure,5474.1,2614.1,4.699999999999989,45.48672566371682,0.021984435797665368,0.0648508430609598,2.9498525073746316,0.01826784311576332
7127,7128,L54307,L,300.6,310.0,1438,53.8,103,0,No Failure,8101.58,5241.58,4.699999999999989,26.728624535315987,0.03741307371349096,0.07162726008344923,1.9144981412639406,0.012713569451884694
7128,7129,L54308,L,300.6,310.0,1511,36.9,105,0,No Failure,5838.74,2978.74,4.699999999999989,40.94850948509485,0.024420913302448707,0.06949040370615486,2.845528455284553,0.017983332020264645
7129,7130,L54309,L,300.6,310.0,1635,31.0,107,0,No Failure,5307.72,2447.72,4.699999999999989,52.74193548387097,0.018960244648318043,0.0654434250764526,3.4516129032258065,0.02015931511081971
7130,7131,L54310,L,300.6,309.9,1428,48.8,109,0,No Failure,7297.54,4437.54,4.649999999999977,29.262295081967213,0.03417366946778711,0.07633053221288516,2.2336065573770494,0.014936540258772134
7131,7132,M21991,M,300.5,309.8,1410,44.4,111,0,No Failure,6555.88,3695.88,4.650000000000006,31.756756756756758,0.03148936170212766,0.07872340425531915,2.5,0.016931365430727836
7132,7133,L54312,L,300.5,309.9,1423,47.9,114,0,No Failure,7137.88,4277.88,4.699999999999989,29.707724425887267,0.033661278988053406,0.08011243851018975,2.3799582463465554,0.015971128682465942
7133,7134,M21993,M,300.5,309.9,1552,41.3,116,0,No Failure,6712.28,3852.28,4.699999999999989,37.57869249394673,0.02661082474226804,0.07474226804123711,2.8087167070217918,0.017281758210324957
7134,7135,M21994,M,300.5,310.0,1406,50.2,119,0,No Failure,7391.25,4531.25,4.75,28.007968127490038,0.03570412517780939,0.08463726884779517,2.3705179282868523,0.016100118383223404
7135,7136,L54315,L,300.5,309.9,1443,48.3,122,0,No Failure,7298.64,4438.64,4.699999999999989,29.87577639751553,0.03347193347193347,0.08454608454608455,2.525879917184265,0.016715442877029144
7136,7137,M21996,M,300.5,309.9,1343,63.7,124,0,No Failure,8958.68,6098.68,4.699999999999989,21.08320251177394,0.04743112434847357,0.09233060312732688,1.9466248037676608,0.013841324838034174
7137,7138,M21997,M,300.6,310.0,1486,41.2,127,0,No Failure,6411.28,3551.28,4.699999999999989,36.067961165048544,0.027725437415881564,0.08546433378196501,3.08252427184466,0.019808836924919828
7138,7139,L54318,L,300.6,310.1,1297,50.0,130,0,No Failure,6791.08,3931.08,4.75,25.94,0.03855050115651504,0.1002313030069391,2.6,0.019142757852948278
7139,7140,L54319,L,300.6,310.1,1495,42.3,132,0,No Failure,6622.32,3762.32,4.75,35.34278959810875,0.0282943143812709,0.0882943143812709,3.120567375886525,0.019932591599318667
7140,7141,L54320,L,300.5,309.9,1382,46.5,134,0,No Failure,6729.61,3869.61,4.699999999999989,29.72043010752688,0.033646888567293774,0.09696092619392185,2.881720430107527,0.01991200084403108
7141,7142,M22001,M,300.4,309.8,1356,44.4,136,0,No Failure,6304.8,3444.8,4.700000000000017,30.54054054054054,0.03274336283185841,0.10029498525073746,3.0630630630630633,0.021570866641289176
7142,7143,H36556,H,300.3,309.7,1452,41.5,139,0,No Failure,6310.2,3450.2,4.699999999999989,34.98795180722892,0.028581267217630855,0.09573002754820936,3.3493975903614457,0.02202782796107889
7143,7144,H36557,H,300.3,309.7,1582,30.8,144,0,No Failure,5102.53,2242.53,4.699999999999989,51.36363636363636,0.019469026548672566,0.09102402022756005,4.675324675324675,0.028221294142317634
7144,7145,M22004,M,300.4,309.8,1517,40.3,149,0,No Failure,6402.05,3542.05,4.700000000000017,37.64267990074442,0.026565589980224125,0.0982201713909031,3.6972704714640203,0.023273795112503024
7145,7146,L54325,L,300.5,310.0,1413,44.5,152,0,No Failure,6584.62,3724.62,4.75,31.752808988764045,0.03149327671620665,0.1075725406935598,3.4157303370786516,0.02308409596909161
7146,7147,L54326,L,300.4,309.9,1496,31.8,154,0,No Failure,4981.81,2121.81,4.75,47.0440251572327,0.02125668449197861,0.10294117647058823,4.8427672955974845,0.030912459527761997
7147,7148,L54327,L,300.3,309.8,1466,41.2,156,0,No Failure,6324.99,3464.99,4.75,35.582524271844655,0.028103683492496593,0.10641200545702592,3.786407766990291,0.024664070615131407
7148,7149,M22008,M,300.3,309.8,1617,40.8,158,0,No Failure,6908.74,4048.74,4.75,39.63235294117647,0.02523191094619666,0.09771181199752628,3.8725490196078436,0.022869582586694536
7149,7150,L54329,L,300.2,309.8,1506,41.8,161,0,No Failure,6592.19,3732.19,4.800000000000011,36.02870813397129,0.027755644090305443,0.10690571049136786,3.8516746411483256,0.024422839754315334
7150,7151,L54330,L,300.2,309.8,1401,49.3,163,0,No Failure,7232.92,4372.92,4.800000000000011,28.417849898580123,0.03518915060670949,0.11634546752319772,3.3062880324543613,0.02253584997483727
7151,7152,H36565,H,300.2,309.9,1906,22.9,165,0,No Failure,4570.75,1710.75,4.849999999999994,83.23144104803494,0.012014690451206714,0.08656873032528856,7.20524017467249,0.03609910846141224
7152,7153,L54332,L,300.2,309.9,1566,36.4,170,0,No Failure,5969.28,3109.28,4.849999999999994,43.02197802197802,0.023243933588761173,0.10855683269476372,4.670329670329671,0.02847914656373968
7153,7154,L54333,L,300.2,310.0,1493,47.3,172,0,No Failure,7395.19,4535.19,4.900000000000006,31.56448202959831,0.031681178834561285,0.11520428667113194,3.6363636363636367,0.02325836117800895
7154,7155,L54334,L,300.3,310.1,1483,39.9,174,0,No Failure,6196.45,3336.45,4.900000000000006,37.16791979949875,0.026904922454484153,0.11732973701955496,4.360902255639098,0.02808059453396703
7155,7156,M22015,M,300.2,309.9,1569,31.2,176,0,No Failure,5126.33,2266.33,4.849999999999994,50.28846153846154,0.01988527724665392,0.11217335882727852,5.641025641025641,0.03433255369825977
7156,7157,M22016,M,300.2,310.0,1664,30.7,179,0,No Failure,5349.59,2489.59,4.900000000000006,54.20195439739414,0.01844951923076923,0.10757211538461539,5.830618892508143,0.033460508188478
7157,7158,L54337,L,300.2,310.0,1486,40.1,182,0,No Failure,6240.1,3380.1,4.900000000000006,37.0573566084788,0.026985195154777927,0.1224764468371467,4.538653366583541,0.029166199259627247
7158,7159,L54338,L,300.2,310.0,1389,53.6,184,0,No Failure,7796.43,4936.43,4.900000000000006,25.91417910447761,0.03858891288696904,0.13246940244780417,3.432835820895522,0.02360054537782036
